,wer,cer
Arabic,0.12729103726082577,0.04548728251393048
Vietnamese,0.20372941876611783,0.08380310998448791
Chinese,0.1821278300941695,0.07677375152253349
Hindi,0.12231930103256553,0.0474553217213889
Korean,0.07899960301707026,0.02743578051375589
Spanish,0.08232733029883238,0.02798465357707064
