,wer,cer
Arabic,0.0979328165374677,0.033874733025381215
Vietnamese,0.15813253012048192,0.05663160900394994
Korean,0.07369727047146402,0.021994134897360705
Spanish,0.10687612670615504,0.03443920920969544
Hindi,0.07453259221829207,0.02290553871324768
Chinese,0.12922920376494532,0.04201680672268908
