,wer,cer
Arabic,0.11963824289405685,0.044653057169820695
Vietnamese,0.18097389558232932,0.07247894160757626
Korean,0.08163771712158809,0.02833222968498723
Spanish,0.11125418490857585,0.04031670471656871
Hindi,0.08312278928751896,0.029113132188056397
Chinese,0.13864156703128974,0.05266424751718869
