,wer,cer
Korean,0.021803037726604607,0.005910000465354367
Vietnamese,0.05913705583756345,0.02099623515783377
Chinese,0.04864055874282863,0.015202861715146381
Hindi,0.019303083479568814,0.00596829640947288
Spanish,0.03745887117185523,0.013239019261100224
Arabic,0.035686974254397145,0.010528869480834546
