,wer,cer
2.333,0.5942028985507246,0.33805668016194335
8,0.216,0.1013584117032393
5.333,0.5555555555555556,0.3517110266159696
1.666,0.609375,0.3586206896551724
2,0.7096774193548387,0.4189189189189189
