,wer,cer
Korean,0.08108770210681039,0.027409372236958444
Vietnamese,0.17563451776649747,0.07075972584226277
Chinese,0.13469693190321777,0.05144497787818884
Hindi,0.06242165956380045,0.019241787624140565
Spanish,0.11009870918754745,0.03885676050279597
Arabic,0.1162375732857507,0.04119359534206696
