,wer,cer
Arabic,0.22041343669250646,0.08781602344409675
Vietnamese,0.36470883534136544,0.16056726788178746
Korean,0.18188585607940447,0.07132721596821492
Spanish,0.2297192892093742,0.09282556953417205
Hindi,0.1897422940879232,0.0755497810499976
Chinese,0.2958534723988807,0.1274828113063407
