,wer,cer
Chinese,0.2839506172839506,0.1259214047607869
Spanish,0.22130937098844672,0.0890090976149496
Korean,0.1854419410745234,0.07316845107298144
Hindi,0.18344965104685942,0.0720037896731407
Arabic,0.21552162849872775,0.08919683809895579
Vietnamese,0.3428285857071464,0.14884468175589471
