,wer,cer
2.333,0.6135265700483091,0.3410931174089069
8,0.25066666666666665,0.11442006269592477
5.333,0.5092592592592593,0.3574144486692015
1.666,0.640625,0.4068965517241379
2,0.5483870967741935,0.35135135135135137
