,wer,cer
Arabic,0.059689922480620154,0.020314905875925098
Vietnamese,0.09337349397590361,0.033741017465378574
Korean,0.03746898263027295,0.012203197426922713
Spanish,0.05871748647952614,0.020401224073444406
Hindi,0.03739262253663466,0.01284827486646456
Chinese,0.07300941236326634,0.023634453781512604
