,wer,cer
Korean,0.04483096521313082,0.012890315975615432
Vietnamese,0.11269035532994924,0.04064098851240467
Chinese,0.09129458717884759,0.030593994163607266
Hindi,0.04236650789671597,0.011745607333842629
Spanish,0.07010883320678309,0.023514792333795345
Arabic,0.07239357634463421,0.022222222222222223
