,wer,cer
5.333,0.9005059021922428,0.6309399930627818
2,0.9251700680272109,0.6108786610878661
8,0.29971830985915493,0.1539150890556738
1.666,0.9634146341463414,0.6589147286821705
2.333,0.9910614525139665,0.6755464480874317
