,task,loss,length
352,0,5.024930953979492,4
353,0,8.476117134094238,4
354,1,0.6603478193283081,53
355,0,5.0570292472839355,3
356,0,33.14027786254883,1
357,0,3.8891055583953857,5
358,1,0.6813041567802429,59
359,1,0.7445813417434692,47
360,1,1.6284027099609375,30
361,1,1.1919687986373901,53
362,1,1.0283931493759155,55
363,0,9.779265403747559,6
364,0,5.983334064483643,6
365,0,5.348960876464844,4
366,0,5.791609764099121,4
367,1,0.6785434484481812,45
368,1,2.6103720664978027,24
369,1,1.6141126155853271,70
370,1,1.4514857530593872,29
371,1,0.6948728561401367,70
372,0,8.915382385253906,4
373,0,5.072492599487305,5
374,0,3.6026389598846436,5
375,1,2.0018668174743652,46
376,1,0.40735912322998047,40
377,1,2.20674204826355,24
378,1,1.6378127336502075,41
379,0,3.4577255249023438,4
380,0,8.81904125213623,4
381,0,1.8345781564712524,3
382,1,0.8002611398696899,53
383,1,1.3950304985046387,36
384,1,1.1326183080673218,60
385,1,1.1715196371078491,45
386,1,0.7676863074302673,39
387,0,6.603163242340088,3
388,0,3.49346923828125,7
389,0,2.8667144775390625,35
390,1,0.6239259839057922,65
391,1,0.6170790791511536,74
392,0,9.021008491516113,2
393,1,1.8294401168823242,29
394,1,1.1922683715820312,40
395,1,1.018931269645691,50
396,0,2.690659761428833,4
397,1,1.1454123258590698,61
398,1,0.44201987981796265,49
399,0,1.5150572061538696,4
400,0,4.049318313598633,6
401,1,0.7335367798805237,43
402,1,0.7932002544403076,33
403,0,2.704951286315918,38
404,1,2.2379508018493652,18
405,1,1.116815447807312,52
406,1,1.1794219017028809,42
407,0,2.0325658321380615,7
408,0,3.7587687969207764,7
409,1,1.9994384050369263,51
410,1,0.8873676061630249,21
411,1,0.7394033670425415,55
412,1,13.876133918762207,59
413,1,13.924819946289062,56
414,1,13.85720443725586,43
415,1,13.232744216918945,36
416,1,13.680941581726074,62
417,1,14.649971008300781,49
418,1,13.867440223693848,58
419,1,14.140124320983887,76
420,1,13.601541519165039,56
421,1,13.420717239379883,42
422,0,8.705511093139648,3
423,0,9.383191108703613,6
424,1,13.964942932128906,42
425,0,11.252766609191895,6
426,1,14.087422370910645,43
427,1,13.708909034729004,46
428,1,12.553141593933105,23
429,1,13.67857837677002,37
430,0,10.1759672164917,7
431,1,14.112741470336914,52
432,1,14.07670783996582,55
433,1,13.923352241516113,53
434,0,10.746116638183594,2
435,1,13.611005783081055,53
436,1,14.317416191101074,66
437,1,13.845401763916016,52
438,0,11.364190101623535,11
439,0,8.812170028686523,5
440,1,14.161896705627441,60
441,1,14.716979026794434,53
442,1,13.70370864868164,41
443,1,13.28990650177002,52
444,1,13.689911842346191,68
445,0,9.742692947387695,8
446,1,13.232744216918945,36
447,1,13.680941581726074,62
448,1,14.649971008300781,49
449,1,13.876133918762207,59
450,1,13.924819946289062,56
451,1,13.85720443725586,43
452,1,13.867440223693848,58
453,1,14.140124320983887,76
454,1,13.601541519165039,56
455,1,13.420717239379883,42
456,0,8.705511093139648,3
457,0,9.383191108703613,6
458,1,13.708909034729004,46
459,1,12.553141593933105,23
460,1,13.67857837677002,37
461,1,13.964942932128906,42
462,0,11.252766609191895,6
463,1,14.087422370910645,43
464,1,13.923352241516113,53
465,0,10.746116638183594,2
466,1,13.611005783081055,53
467,0,10.1759672164917,7
468,1,14.112741470336914,52
469,1,14.07670783996582,55
470,1,14.317416191101074,66
471,1,13.845401763916016,52
472,0,11.364190101623535,11
473,0,8.812170028686523,5
474,1,14.161896705627441,60
475,1,14.716979026794434,53
476,1,13.70370864868164,41
477,1,13.28990650177002,52
478,1,13.689911842346191,68
479,0,9.742692947387695,8
