,wer,cer
Arabic,0.11576227390180878,0.042219242040431135
Vietnamese,0.16716867469879518,0.06648265359539333
Korean,0.07543424317617867,0.026156465802667676
Spanish,0.10636106103528199,0.039199494826832465
Hindi,0.0717534108135422,0.025455945334680718
Chinese,0.12592215721190536,0.04683919022154316
