,wer,cer
5.333,0.9207419898819561,0.6857440166493236
2,0.9319727891156463,0.6248256624825662
8,0.3008450704225352,0.15122661588439565
1.666,0.9317073170731708,0.6589147286821705
2.333,0.9977653631284916,0.718351548269581
