,wer,cer
5.333,0.9106239460370995,0.6298994103364551
2,0.9115646258503401,0.599721059972106
8,0.3126760563380282,0.15548336507225272
1.666,0.9878048780487805,0.6883720930232559
2.333,1.0,0.6812386156648452
