,wer,cer
Spanish,0.11534552845528455,0.044096866929786094
Vietnamese,0.19418199900546992,0.07858759192909674
Chinese,0.13847287012030443,0.04945875326614409
Korean,0.09368787276341949,0.031681482882542085
Arabic,0.12738525012893243,0.046604134950645776
Hindi,0.07667652859960553,0.025278671703745162
