,wer,cer
Korean,0.014208721215090642,0.0037228349388059006
Vietnamese,0.03781725888324873,0.011342793705956174
Chinese,0.032676477924669496,0.008519250682481409
Hindi,0.014539984958636249,0.003628724216959511
Spanish,0.029865856745127817,0.008698561391769822
Arabic,0.02472597501911802,0.006550218340611353
