,wer,cer
Hindi,0.518491124260355,0.24811183562414973
Chinese,0.5139095876800794,0.22205409494987705
Spanish,0.5762072434607646,0.2446701480381354
Vietnamese,0.6320824135393672,0.29352683713430083
Arabic,0.5442640125720273,0.23311146433538646
Korean,0.4039961013645224,0.15440836340086964
