,wer,cer
Korean,0.008819206271435572,0.0024663781469589094
Vietnamese,0.03629441624365482,0.010763587218843518
Chinese,0.029433774008480917,0.008236844582509648
Hindi,0.016294810729506143,0.004201680672268907
Spanish,0.023538344722854973,0.007551498351096879
Arabic,0.022431812388478207,0.0060650169820475495
